Specialist,DIAGNOSIS_CODE,ACTIVITY_CODE,ACTIVITY_COUNT_TOTAL,DIAGNOSIS_CODE_COUNT,ACTIVITY_COUNT_AVG,ACTIVITY_COUNT_STDEV,CareProfile_class_code
CHI,335,072410,1,788,0.001269036,0.001267425,8
CHI,335,072414,3,788,0.003807107,0.003792613,8
CHI,335,072417,12,788,0.01522843,0.01499652,8
CHI,335,072630,13,788,0.01649746,0.0162253,8
CHI,335,074110,10,788,0.01269036,0.01252931,8
CHI,335,074801,3,788,0.003807107,0.003792613,8
CHI,335,074802,27,788,0.03426396,0.03308994,8
CHI,335,074891,13,788,0.01649746,0.0162253,8
CHI,335,074892,10,788,0.01269036,0.01252931,8
CHI,335,074895,2,788,0.002538071,0.002531629,8
CHI,335,074896,13,788,0.01649746,0.0162253,8
CHI,335,075042,2,788,0.002538071,0.002531629,9
CHI,335,075043,2,788,0.002538071,0.002531629,9
CHI,335,075044,2,788,0.002538071,0.002531629,9
CHI,335,075045,3,788,0.003807107,0.003792613,9
CHI,335,077121,37,788,0.04695432,0.04474961,8
CHI,335,077371,2,788,0.002538071,0.002531629,8
CHI,335,079992,1,788,0.001269036,0.001267425,11
CHI,335,085002,6,788,0.007614213,0.007556237,7
CHI,335,085042,3,788,0.003807107,0.003792613,7
CHI,335,087002,1,788,0.001269036,0.001267425,7
CHI,335,087042,5,788,0.006345178,0.006304916,7
CHI,335,087070,7,788,0.008883249,0.008804336,7
CHI,335,087090,6,788,0.007614213,0.007556237,7
CHI,335,087511,4,788,0.005076142,0.005050375,7
CHI,335,089070,1,788,0.001269036,0.001267425,7
CHI,335,120501,1,788,0.001269036,0.001267425,7
CHI,335,190009,2,788,0.002538071,0.002531629,1
CHI,335,190011,20,788,0.02538071,0.02473653,1
CHI,335,190012,2,788,0.002538071,0.002531629,1
CHI,335,190013,24,788,0.03045685,0.02952923,1
CHI,335,190014,17,788,0.0215736,0.02110818,99
CHI,335,190015,1,788,0.001269036,0.001267425,89
CHI,335,190021,6,788,0.007614213,0.007556237,99
CHI,335,190035,2,788,0.002538071,0.002531629,2
CHI,335,190129,1,788,0.001269036,0.001267425,18
CHI,335,190204,14,788,0.0177665,0.01745085,3
CHI,335,192850,10,788,0.01269036,0.01252931,12
CHI,336,034620,1,46,0.02173913,0.02126654,4
CHI,336,034633,1,46,0.02173913,0.02126654,5
CHI,336,034639,1,46,0.02173913,0.02126654,5
CHI,336,039605,2,46,0.04347826,0.0415879,6
CHI,336,039606,2,46,0.04347826,0.0415879,6
CHI,336,039607,2,46,0.04347826,0.0415879,6
CHI,336,070001,1,46,0.02173913,0.02126654,9
CHI,336,070402,1,46,0.02173913,0.02126654,8
CHI,336,070419,2,46,0.04347826,0.0415879,8
CHI,336,070442,4,46,0.08695652,0.07939509,8
CHI,336,070443,4,46,0.08695652,0.07939509,8
CHI,336,070505,1,46,0.02173913,0.02126654,9
CHI,336,070689,3,46,0.06521739,0.06096408,8
CHI,336,070702,4,46,0.08695652,0.07939509,8
CHI,336,070703,2,46,0.04347826,0.0415879,8
CHI,336,070707,1,46,0.02173913,0.02126654,8
CHI,336,070715,1,46,0.02173913,0.02126654,8
CHI,336,075041,1,46,0.02173913,0.02126654,9
CHI,336,075045,1,46,0.02173913,0.02126654,9
CHI,336,077121,4,46,0.08695652,0.07939509,8
CHI,336,085002,1,46,0.02173913,0.02126654,7
CHI,336,087042,1,46,0.02173913,0.02126654,7
CHI,336,190011,1,46,0.02173913,0.02126654,1
CHI,336,190012,1,46,0.02173913,0.02126654,1
CHI,336,190015,1,46,0.02173913,0.02126654,89
CHI,336,190021,1,46,0.02173913,0.02126654,99
CHI,336,190204,1,46,0.02173913,0.02126654,3
CHI,337,070100,1,74,0.01351351,0.0133309,8
CHI,337,070116,3,74,0.04054054,0.038897,8
CHI,337,070119,2,74,0.02702703,0.02629657,8
CHI,337,070303,1,74,0.01351351,0.0133309,8
CHI,337,070307,3,74,0.04054054,0.038897,8
CHI,337,070402,2,74,0.02702703,0.02629657,8
CHI,337,070419,3,74,0.04054054,0.038897,8
CHI,337,070426,2,74,0.02702703,0.02629657,8
CHI,337,070442,3,74,0.04054054,0.038897,8
CHI,337,070443,3,74,0.04054054,0.038897,8
CHI,337,070468,1,74,0.01351351,0.0133309,8
CHI,337,070489,3,74,0.04054054,0.038897,8
CHI,337,070604,1,74,0.01351351,0.0133309,8
CHI,337,070611,1,74,0.01351351,0.0133309,8
CHI,337,070689,3,74,0.04054054,0.038897,8
CHI,337,070702,3,74,0.04054054,0.038897,8
CHI,337,070715,2,74,0.02702703,0.02629657,8
CHI,337,072106,1,74,0.01351351,0.0133309,8
CHI,337,072417,3,74,0.04054054,0.038897,8
CHI,337,074110,3,74,0.04054054,0.038897,8
CHI,337,074802,3,74,0.04054054,0.038897,8
CHI,337,074891,3,74,0.04054054,0.038897,8
CHI,337,074892,3,74,0.04054054,0.038897,8
CHI,337,074895,3,74,0.04054054,0.038897,8
CHI,337,074896,3,74,0.04054054,0.038897,8
CHI,337,077121,3,74,0.04054054,0.038897,8
CHI,337,078041,1,74,0.01351351,0.0133309,8
CHI,337,085002,2,74,0.02702703,0.02629657,7
CHI,337,087042,1,74,0.01351351,0.0133309,7
CHI,337,087070,2,74,0.02702703,0.02629657,7
CHI,337,190011,1,74,0.01351351,0.0133309,1
CHI,337,190012,1,74,0.01351351,0.0133309,1
CHI,337,190015,2,74,0.02702703,0.02629657,89
CHI,337,190021,1,74,0.01351351,0.0133309,99
CHI,337,190204,1,74,0.01351351,0.0133309,3
CHI,338,035013,1,61,0.01639344,0.0161247,5
CHI,338,039605,1,61,0.01639344,0.0161247,6
CHI,338,039606,1,61,0.01639344,0.0161247,6
CHI,338,039607,1,61,0.01639344,0.0161247,6
CHI,338,039680,2,61,0.03278688,0.03171191,6
CHI,338,039757,2,61,0.03278688,0.03171191,4
CHI,338,050501,1,61,0.01639344,0.0161247,10
CHI,338,070116,4,61,0.06557377,0.06127385,8
CHI,338,070402,1,61,0.01639344,0.0161247,8
CHI,338,070419,5,61,0.08196721,0.07524859,8
CHI,338,070421,1,61,0.01639344,0.0161247,8
CHI,338,070426,1,61,0.01639344,0.0161247,8
CHI,338,070442,5,61,0.08196721,0.07524859,8
CHI,338,070443,5,61,0.08196721,0.07524859,8
CHI,338,070468,1,61,0.01639344,0.0161247,8
CHI,338,070469,1,61,0.01639344,0.0161247,8
CHI,338,070604,1,61,0.01639344,0.0161247,8
CHI,338,070611,1,61,0.01639344,0.0161247,8
CHI,338,070689,5,61,0.08196721,0.07524859,8
CHI,338,070702,5,61,0.08196721,0.07524859,8
CHI,338,070715,4,61,0.06557377,0.06127385,8
CHI,338,072414,1,61,0.01639344,0.0161247,8
CHI,338,074802,1,61,0.01639344,0.0161247,8
CHI,338,077121,4,61,0.06557377,0.06127385,8
CHI,338,085002,1,61,0.01639344,0.0161247,7
CHI,338,087042,1,61,0.01639344,0.0161247,7
CHI,338,190009,1,61,0.01639344,0.0161247,1
CHI,338,190011,1,61,0.01639344,0.0161247,1
CHI,338,190013,1,61,0.01639344,0.0161247,1
CHI,338,190204,1,61,0.01639344,0.0161247,3
CHI,340,039680,2,193,0.01036269,0.01025531,6
CHI,340,050501,1,193,0.005181347,0.005154501,10
CHI,340,070100,6,193,0.03108808,0.03012161,8
CHI,340,070116,6,193,0.03108808,0.03012161,8
CHI,340,070119,6,193,0.03108808,0.03012161,8
CHI,340,070303,5,193,0.02590674,0.02523558,8
CHI,340,070307,6,193,0.03108808,0.03012161,8
CHI,340,070402,4,193,0.02072539,0.02029585,8
CHI,340,070419,6,193,0.03108808,0.03012161,8
CHI,340,070426,6,193,0.03108808,0.03012161,8
CHI,340,070442,8,193,0.04145078,0.03973261,8
CHI,340,070443,8,193,0.04145078,0.03973261,8
CHI,340,070489,6,193,0.03108808,0.03012161,8
CHI,340,070604,5,193,0.02590674,0.02523558,8
CHI,340,070611,5,193,0.02590674,0.02523558,8
CHI,340,070689,9,193,0.04663213,0.04445757,8
CHI,340,070702,9,193,0.04663213,0.04445757,8
CHI,340,070703,1,193,0.005181347,0.005154501,8
CHI,340,070715,8,193,0.04145078,0.03973261,8
CHI,340,072106,5,193,0.02590674,0.02523558,8
CHI,340,072417,6,193,0.03108808,0.03012161,8
CHI,340,074110,6,193,0.03108808,0.03012161,8
CHI,340,074801,3,193,0.01554404,0.01530242,8
CHI,340,074802,6,193,0.03108808,0.03012161,8
CHI,340,074891,6,193,0.03108808,0.03012161,8
CHI,340,074892,6,193,0.03108808,0.03012161,8
CHI,340,074895,6,193,0.03108808,0.03012161,8
CHI,340,074896,6,193,0.03108808,0.03012161,8
CHI,340,077121,9,193,0.04663213,0.04445757,8
CHI,340,078041,2,193,0.01036269,0.01025531,8
CHI,340,080077,1,193,0.005181347,0.005154501,4
CHI,340,087002,1,193,0.005181347,0.005154501,7
CHI,340,087042,1,193,0.005181347,0.005154501,7
CHI,340,190011,4,193,0.02072539,0.02029585,1
CHI,340,190012,3,193,0.01554404,0.01530242,1
CHI,340,190013,2,193,0.01036269,0.01025531,1
CHI,340,190015,7,193,0.03626943,0.03495396,89
CHI,340,190021,2,193,0.01036269,0.01025531,99
CHI,340,190204,3,193,0.01554404,0.01530242,3
CHI,340,192850,1,193,0.005181347,0.005154501,12
CHI,341,034452,3,787,0.003811944,0.003797413,5
CHI,341,034453,1,787,0.001270648,0.001269034,5
CHI,341,039445,3,787,0.003811944,0.003797413,6
CHI,341,039600,1,787,0.001270648,0.001269034,6
CHI,341,039605,4,787,0.005082592,0.005056759,6
CHI,341,039606,4,787,0.005082592,0.005056759,6
CHI,341,039607,4,787,0.005082592,0.005056759,6
CHI,341,039608,1,787,0.001270648,0.001269034,6
CHI,341,039680,1,787,0.001270648,0.001269034,6
CHI,341,039692,6,787,0.007623888,0.007565765,99
CHI,341,039757,3,787,0.003811944,0.003797413,4
CHI,341,070001,1,787,0.001270648,0.001269034,9
CHI,341,070100,2,787,0.002541296,0.002534838,8
CHI,341,070116,20,787,0.02541296,0.02476714,8
CHI,341,070119,1,787,0.001270648,0.001269034,8
CHI,341,070303,2,787,0.002541296,0.002534838,8
CHI,341,070402,17,787,0.02160102,0.02113441,8
CHI,341,070419,23,787,0.0292249,0.02837081,8
CHI,341,070421,19,787,0.02414231,0.02355946,8
CHI,341,070425,17,787,0.02160102,0.02113441,8
CHI,341,070426,26,787,0.03303685,0.03194541,8
CHI,341,070431,16,787,0.02033037,0.01991704,8
CHI,341,070437,23,787,0.0292249,0.02837081,8
CHI,341,070438,16,787,0.02033037,0.01991704,8
CHI,341,070440,25,787,0.0317662,0.03075711,8
CHI,341,070442,25,787,0.0317662,0.03075711,8
CHI,341,070443,25,787,0.0317662,0.03075711,8
CHI,341,070460,16,787,0.02033037,0.01991704,8
CHI,341,070468,1,787,0.001270648,0.001269034,8
CHI,341,070469,2,787,0.002541296,0.002534838,8
CHI,341,070489,17,787,0.02160102,0.02113441,8
CHI,341,070604,5,787,0.00635324,0.006312876,8
CHI,341,070611,5,787,0.00635324,0.006312876,8
CHI,341,070689,23,787,0.0292249,0.02837081,8
CHI,341,070702,26,787,0.03303685,0.03194541,8
CHI,341,070715,24,787,0.03049555,0.02956557,8
CHI,341,070717,1,787,0.001270648,0.001269034,8
CHI,341,070718,16,787,0.02033037,0.01991704,8
CHI,341,071511,17,787,0.02160102,0.02113441,8
CHI,341,072106,2,787,0.002541296,0.002534838,8
CHI,341,072410,1,787,0.001270648,0.001269034,8
CHI,341,072414,1,787,0.001270648,0.001269034,8
CHI,341,072417,17,787,0.02160102,0.02113441,8
CHI,341,072541,3,787,0.003811944,0.003797413,8
CHI,341,072582,17,787,0.02160102,0.02113441,8
CHI,341,072583,20,787,0.02541296,0.02476714,8
CHI,341,072649,23,787,0.0292249,0.02837081,8
CHI,341,072835,17,787,0.02160102,0.02113441,11
CHI,341,072893,1,787,0.001270648,0.001269034,11
CHI,341,074065,17,787,0.02160102,0.02113441,8
CHI,341,074110,17,787,0.02160102,0.02113441,8
CHI,341,074251,16,787,0.02033037,0.01991704,8
CHI,341,074801,1,787,0.001270648,0.001269034,8
CHI,341,074802,26,787,0.03303685,0.03194541,8
CHI,341,074891,17,787,0.02160102,0.02113441,8
CHI,341,074892,17,787,0.02160102,0.02113441,8
CHI,341,074896,17,787,0.02160102,0.02113441,8
CHI,341,075041,1,787,0.001270648,0.001269034,9
CHI,341,075042,1,787,0.001270648,0.001269034,9
CHI,341,075044,3,787,0.003811944,0.003797413,9
CHI,341,077121,25,787,0.0317662,0.03075711,8
CHI,341,085002,1,787,0.001270648,0.001269034,7
CHI,341,087042,1,787,0.001270648,0.001269034,7
CHI,341,087090,1,787,0.001270648,0.001269034,7
CHI,341,087111,2,787,0.002541296,0.002534838,7
CHI,341,087211,5,787,0.00635324,0.006312876,7
CHI,341,190011,17,787,0.02160102,0.02113441,1
CHI,341,190012,1,787,0.001270648,0.001269034,1
CHI,341,190013,8,787,0.01016518,0.01006185,1
CHI,341,190014,5,787,0.00635324,0.006312876,99
CHI,341,190021,4,787,0.005082592,0.005056759,99
CHI,341,190204,7,787,0.008894537,0.008815424,3
CHI,341,190350,1,787,0.001270648,0.001269034,13
CHI,341,192850,13,787,0.01651843,0.01624557,12
CHI,341,194155,5,787,0.00635324,0.006312876,12
CHI,341,194156,2,787,0.002541296,0.002534838,12
CHI,341,194158,1,787,0.001270648,0.001269034,12
CHI,341,194162,1,787,0.001270648,0.001269034,12
CHI,341,194163,4,787,0.005082592,0.005056759,12
CHI,341,290164,6,787,0.007623888,0.007565765,99
CHI,342,034450,1,427,0.00234192,0.002336436,5
CHI,342,034452,2,427,0.004683841,0.004661902,5
CHI,342,035350,1,427,0.00234192,0.002336436,5
CHI,342,039600,1,427,0.00234192,0.002336436,6
CHI,342,039605,1,427,0.00234192,0.002336436,6
CHI,342,039606,1,427,0.00234192,0.002336436,6
CHI,342,039607,1,427,0.00234192,0.002336436,6
CHI,342,039680,1,427,0.00234192,0.002336436,6
CHI,342,039692,2,427,0.004683841,0.004661902,99
CHI,342,039757,3,427,0.007025761,0.0069764,4
CHI,342,050501,1,427,0.00234192,0.002336436,10
CHI,342,070116,10,427,0.0234192,0.02287075,8
CHI,342,070402,12,427,0.02810304,0.02731326,8
CHI,342,070419,11,427,0.02576112,0.02509749,8
CHI,342,070421,11,427,0.02576112,0.02509749,8
CHI,342,070425,11,427,0.02576112,0.02509749,8
CHI,342,070426,15,427,0.03512881,0.03389477,8
CHI,342,070431,10,427,0.0234192,0.02287075,8
CHI,342,070437,15,427,0.03512881,0.03389477,8
CHI,342,070438,10,427,0.0234192,0.02287075,8
CHI,342,070440,15,427,0.03512881,0.03389477,8
CHI,342,070442,13,427,0.03044496,0.02951807,8
CHI,342,070443,13,427,0.03044496,0.02951807,8
CHI,342,070460,8,427,0.01873536,0.01838435,8
CHI,342,070489,13,427,0.03044496,0.02951807,8
CHI,342,070604,3,427,0.007025761,0.0069764,8
CHI,342,070611,3,427,0.007025761,0.0069764,8
CHI,342,070689,11,427,0.02576112,0.02509749,8
CHI,342,070702,12,427,0.02810304,0.02731326,8
CHI,342,070715,12,427,0.02810304,0.02731326,8
CHI,342,070718,10,427,0.0234192,0.02287075,8
CHI,342,071511,10,427,0.0234192,0.02287075,8
CHI,342,071739,1,427,0.00234192,0.002336436,8
CHI,342,072417,10,427,0.0234192,0.02287075,8
CHI,342,072541,3,427,0.007025761,0.0069764,8
CHI,342,072582,10,427,0.0234192,0.02287075,8
CHI,342,072583,12,427,0.02810304,0.02731326,8
CHI,342,072649,15,427,0.03512881,0.03389477,8
CHI,342,072835,10,427,0.0234192,0.02287075,11
CHI,342,074065,12,427,0.02810304,0.02731326,8
CHI,342,074110,10,427,0.0234192,0.02287075,8
CHI,342,074251,8,427,0.01873536,0.01838435,8
CHI,342,074802,15,427,0.03512881,0.03389477,8
CHI,342,074891,13,427,0.03044496,0.02951807,8
CHI,342,074892,10,427,0.0234192,0.02287075,8
CHI,342,074895,3,427,0.007025761,0.0069764,8
CHI,342,074896,10,427,0.0234192,0.02287075,8
CHI,342,074899,2,427,0.004683841,0.004661902,8
CHI,342,077121,12,427,0.02810304,0.02731326,8
CHI,342,087070,1,427,0.00234192,0.002336436,7
CHI,342,190011,7,427,0.01639344,0.0161247,1
CHI,342,190013,5,427,0.0117096,0.01157249,1
CHI,342,190021,1,427,0.00234192,0.002336436,99
CHI,342,190204,5,427,0.0117096,0.01157249,3
CHI,342,192850,7,427,0.01639344,0.0161247,12
CHI,342,290164,2,427,0.004683841,0.004661902,99
CHI,346,034440,3,259,0.01158301,0.01144885,5
CHI,346,039600,2,259,0.007722008,0.007662378,6
CHI,346,039604,3,259,0.01158301,0.01144885,6
CHI,346,039605,2,259,0.007722008,0.007662378,6
CHI,346,039606,2,259,0.007722008,0.007662378,6
CHI,346,039607,1,259,0.003861004,0.003846097,6
CHI,346,039680,3,259,0.01158301,0.01144885,6
CHI,346,039692,4,259,0.01544402,0.0152055,99
CHI,346,039757,2,259,0.007722008,0.007662378,4
CHI,346,050501,2,259,0.007722008,0.007662378,10
CHI,346,050503,2,259,0.007722008,0.007662378,10
CHI,346,070116,8,259,0.03088803,0.02993396,8
CHI,346,070119,1,259,0.003861004,0.003846097,8
CHI,346,070307,1,259,0.003861004,0.003846097,8
CHI,346,070402,7,259,0.02702703,0.02629657,8
CHI,346,070419,11,259,0.04247104,0.04066725,8
CHI,346,070421,3,259,0.01158301,0.01144885,8
CHI,346,070425,2,259,0.007722008,0.007662378,8
CHI,346,070426,7,259,0.02702703,0.02629657,8
CHI,346,070442,12,259,0.04633205,0.04418539,8
CHI,346,070443,12,259,0.04633205,0.04418539,8
CHI,346,070460,4,259,0.01544402,0.0152055,8
CHI,346,070468,1,259,0.003861004,0.003846097,8
CHI,346,070469,1,259,0.003861004,0.003846097,8
CHI,346,070489,3,259,0.01158301,0.01144885,8
CHI,346,070507,1,259,0.003861004,0.003846097,9
CHI,346,070604,3,259,0.01158301,0.01144885,8
CHI,346,070611,3,259,0.01158301,0.01144885,8
CHI,346,070689,13,259,0.05019305,0.04767371,8
CHI,346,070702,16,259,0.06177606,0.05795978,8
CHI,346,070703,3,259,0.01158301,0.01144885,8
CHI,346,070715,13,259,0.05019305,0.04767371,8
CHI,346,072410,3,259,0.01158301,0.01144885,8
CHI,346,072414,3,259,0.01158301,0.01144885,8
CHI,346,072417,4,259,0.01544402,0.0152055,8
CHI,346,072893,1,259,0.003861004,0.003846097,11
CHI,346,074110,3,259,0.01158301,0.01144885,8
CHI,346,074802,5,259,0.01930502,0.01893234,8
CHI,346,074891,3,259,0.01158301,0.01144885,8
CHI,346,074892,3,259,0.01158301,0.01144885,8
CHI,346,074895,1,259,0.003861004,0.003846097,8
CHI,346,074896,4,259,0.01544402,0.0152055,8
CHI,346,075042,2,259,0.007722008,0.007662378,9
CHI,346,075044,2,259,0.007722008,0.007662378,9
CHI,346,075045,1,259,0.003861004,0.003846097,9
CHI,346,076871,1,259,0.003861004,0.003846097,8
CHI,346,077121,13,259,0.05019305,0.04767371,8
CHI,346,085002,2,259,0.007722008,0.007662378,7
CHI,346,087002,1,259,0.003861004,0.003846097,7
CHI,346,087042,2,259,0.007722008,0.007662378,7
CHI,346,087111,2,259,0.007722008,0.007662378,7
CHI,346,120501,1,259,0.003861004,0.003846097,7
CHI,346,190011,6,259,0.02316602,0.02262936,1
CHI,346,190012,1,259,0.003861004,0.003846097,1
CHI,346,190013,8,259,0.03088803,0.02993396,1
CHI,346,190014,5,259,0.01930502,0.01893234,99
CHI,346,190015,1,259,0.003861004,0.003846097,89
CHI,346,190021,4,259,0.01544402,0.0152055,99
CHI,346,190035,1,259,0.003861004,0.003846097,2
CHI,346,190129,1,259,0.003861004,0.003846097,18
CHI,346,190204,9,259,0.03474903,0.03354154,3
CHI,346,190370,1,259,0.003861004,0.003846097,15
CHI,346,192850,14,259,0.05405406,0.05113221,12
CHI,348,034690,1,500,0.002,0.001996,4
CHI,348,035221,3,500,0.006,0.005964,5
CHI,348,039600,1,500,0.002,0.001996,6
CHI,348,039603,2,500,0.004,0.003984,6
CHI,348,039604,2,500,0.004,0.003984,6
CHI,348,039605,3,500,0.006,0.005964,6
CHI,348,039606,3,500,0.006,0.005964,6
CHI,348,039607,3,500,0.006,0.005964,6
CHI,348,039678,2,500,0.004,0.003984,99
CHI,348,039680,2,500,0.004,0.003984,6
CHI,348,039692,4,500,0.008,0.007936,99
CHI,348,039757,2,500,0.004,0.003984,4
CHI,348,050501,3,500,0.006,0.005964,10
CHI,348,070100,2,500,0.004,0.003984,8
CHI,348,070116,9,500,0.018,0.017676,8
CHI,348,070119,1,500,0.002,0.001996,8
CHI,348,070303,2,500,0.004,0.003984,8
CHI,348,070402,6,500,0.012,0.011856,8
CHI,348,070419,20,500,0.04,0.0384,8
CHI,348,070421,8,500,0.016,0.015744,8
CHI,348,070426,11,500,0.022,0.021516,8
CHI,348,070442,26,500,0.052,0.049296,8
CHI,348,070443,26,500,0.052,0.049296,8
CHI,348,070469,8,500,0.016,0.015744,8
CHI,348,070487,9,500,0.018,0.017676,8
CHI,348,070489,21,500,0.042,0.040236,8
CHI,348,070501,3,500,0.006,0.005964,9
CHI,348,070505,1,500,0.002,0.001996,9
CHI,348,070507,3,500,0.006,0.005964,9
CHI,348,070604,6,500,0.012,0.011856,8
CHI,348,070611,6,500,0.012,0.011856,8
CHI,348,070689,20,500,0.04,0.0384,8
CHI,348,070702,27,500,0.054,0.051084,8
CHI,348,070703,6,500,0.012,0.011856,8
CHI,348,070704,1,500,0.002,0.001996,8
CHI,348,070707,11,500,0.022,0.021516,8
CHI,348,070715,25,500,0.05,0.0475,8
CHI,348,072106,2,500,0.004,0.003984,8
CHI,348,072410,4,500,0.008,0.007936,8
CHI,348,072414,4,500,0.008,0.007936,8
CHI,348,072417,20,500,0.04,0.0384,8
CHI,348,074110,19,500,0.038,0.036556,8
CHI,348,074802,8,500,0.016,0.015744,8
CHI,348,074891,21,500,0.042,0.040236,8
CHI,348,074892,19,500,0.038,0.036556,8
CHI,348,074896,20,500,0.04,0.0384,8
CHI,348,075042,3,500,0.006,0.005964,9
CHI,348,075043,4,500,0.008,0.007936,9
CHI,348,075044,5,500,0.01,0.0099,9
CHI,348,075045,3,500,0.006,0.005964,9
CHI,348,076871,3,500,0.006,0.005964,8
CHI,348,077121,21,500,0.042,0.040236,8
CHI,348,077371,10,500,0.02,0.0196,8
CHI,348,085002,2,500,0.004,0.003984,7
CHI,348,087042,2,500,0.004,0.003984,7
CHI,348,087070,7,500,0.014,0.013804,7
CHI,348,087090,2,500,0.004,0.003984,7
CHI,348,190011,2,500,0.004,0.003984,1
CHI,348,190012,2,500,0.004,0.003984,1
CHI,348,190013,3,500,0.006,0.005964,1
CHI,348,190014,1,500,0.002,0.001996,99
CHI,348,190021,3,500,0.006,0.005964,99
CHI,348,190204,9,500,0.018,0.017676,3
CHI,348,190370,3,500,0.006,0.005964,15
CHI,348,190389,2,500,0.004,0.003984,15
CHI,348,190404,2,500,0.004,0.003984,15
CHI,348,192850,5,500,0.01,0.0099,12
CHI,349,034690,1,143,0.006993007,0.006944105,4
CHI,349,035300,1,143,0.006993007,0.006944105,5
CHI,349,035512,2,143,0.01398601,0.01379041,5
CHI,349,035584,1,143,0.006993007,0.006944105,4
CHI,349,039600,1,143,0.006993007,0.006944105,6
CHI,349,039605,3,143,0.02097902,0.0205389,6
CHI,349,039606,3,143,0.02097902,0.0205389,6
CHI,349,039607,2,143,0.01398601,0.01379041,6
CHI,349,039680,1,143,0.006993007,0.006944105,6
CHI,349,039682,1,143,0.006993007,0.006944105,6
CHI,349,039692,1,143,0.006993007,0.006944105,99
CHI,349,039757,3,143,0.02097902,0.0205389,4
CHI,349,050501,6,143,0.04195804,0.04019757,10
CHI,349,050503,1,143,0.006993007,0.006944105,10
CHI,349,070100,1,143,0.006993007,0.006944105,8
CHI,349,070116,3,143,0.02097902,0.0205389,8
CHI,349,070119,1,143,0.006993007,0.006944105,8
CHI,349,070303,1,143,0.006993007,0.006944105,8
CHI,349,070307,1,143,0.006993007,0.006944105,8
CHI,349,070402,2,143,0.01398601,0.01379041,8
CHI,349,070419,6,143,0.04195804,0.04019757,8
CHI,349,070421,2,143,0.01398601,0.01379041,8
CHI,349,070426,3,143,0.02097902,0.0205389,8
CHI,349,070442,7,143,0.04895105,0.04655484,8
CHI,349,070443,7,143,0.04895105,0.04655484,8
CHI,349,070469,2,143,0.01398601,0.01379041,8
CHI,349,070487,2,143,0.01398601,0.01379041,8
CHI,349,070489,1,143,0.006993007,0.006944105,8
CHI,349,070604,1,143,0.006993007,0.006944105,8
CHI,349,070611,1,143,0.006993007,0.006944105,8
CHI,349,070689,4,143,0.02797203,0.02718959,8
CHI,349,070702,8,143,0.05594406,0.05281432,8
CHI,349,070703,2,143,0.01398601,0.01379041,8
CHI,349,070707,7,143,0.04895105,0.04655484,8
CHI,349,070715,6,143,0.04195804,0.04019757,8
CHI,349,072106,1,143,0.006993007,0.006944105,8
CHI,349,072417,1,143,0.006993007,0.006944105,8
CHI,349,072623,1,143,0.006993007,0.006944105,8
CHI,349,072630,1,143,0.006993007,0.006944105,8
CHI,349,074110,2,143,0.01398601,0.01379041,8
CHI,349,074801,1,143,0.006993007,0.006944105,8
CHI,349,074802,3,143,0.02097902,0.0205389,8
CHI,349,074891,1,143,0.006993007,0.006944105,8
CHI,349,074892,1,143,0.006993007,0.006944105,8
CHI,349,074895,1,143,0.006993007,0.006944105,8
