Specialist,DIAGNOSIS_CODE,ACTIVITY_CODE,ACTIVITY_COUNT_TOTAL,DIAGNOSIS_CODE_COUNT,ACTIVITY_COUNT_AVG,ACTIVITY_COUNT_STDEV,CareProfile_class_code
INT,206,074801,1,159,0.006289308,0.006249753,8
INT,206,074802,3,159,0.01886792,0.01851193,8
INT,206,074891,2,159,0.01257862,0.01242039,8
INT,206,074892,2,159,0.01257862,0.01242039,8
INT,206,074895,1,159,0.006289308,0.006249753,8
INT,206,074896,2,159,0.01257862,0.01242039,8
INT,206,077121,2,159,0.01257862,0.01242039,8
INT,206,080077,11,159,0.06918239,0.06439619,4
INT,206,082970,15,159,0.09433962,0.08543966,7
INT,206,086902,1,159,0.006289308,0.006249753,7
INT,206,087111,2,159,0.01257862,0.01242039,7
INT,206,120012,1,159,0.006289308,0.006249753,7
INT,206,120013,2,159,0.01257862,0.01242039,7
INT,206,190011,15,159,0.09433962,0.08543966,1
INT,206,190013,18,159,0.1132075,0.1003916,1
INT,206,190014,3,159,0.01886792,0.01851193,99
INT,207,070440,1,16,0.0625,0.05859375,8
INT,207,070689,1,16,0.0625,0.05859375,8
INT,207,072570,4,16,0.25,0.1875,8
INT,207,072573,4,16,0.25,0.1875,8
INT,207,086202,1,16,0.0625,0.05859375,7
INT,207,190011,1,16,0.0625,0.05859375,1
INT,207,190012,1,16,0.0625,0.05859375,1
INT,207,190013,3,16,0.1875,0.1523438,1
INT,208,070402,1,76,0.01315789,0.01298476,8
INT,208,070419,2,76,0.02631579,0.02562327,8
INT,208,070426,1,76,0.01315789,0.01298476,8
INT,208,070440,1,76,0.01315789,0.01298476,8
INT,208,070442,2,76,0.02631579,0.02562327,8
INT,208,070443,2,76,0.02631579,0.02562327,8
INT,208,070469,1,76,0.01315789,0.01298476,8
INT,208,070476,1,76,0.01315789,0.01298476,8
INT,208,070489,1,76,0.01315789,0.01298476,8
INT,208,070689,1,76,0.01315789,0.01298476,8
INT,208,070702,4,76,0.05263158,0.04986149,8
INT,208,070703,5,76,0.06578948,0.06146122,8
INT,208,070715,3,76,0.03947368,0.03791551,8
INT,208,070716,1,76,0.01315789,0.01298476,8
INT,208,070717,1,76,0.01315789,0.01298476,8
INT,208,070718,3,76,0.03947368,0.03791551,8
INT,208,072417,1,76,0.01315789,0.01298476,8
INT,208,072570,6,76,0.07894737,0.07271468,8
INT,208,072573,6,76,0.07894737,0.07271468,8
INT,208,072582,1,76,0.01315789,0.01298476,8
INT,208,072583,1,76,0.01315789,0.01298476,8
INT,208,072601,2,76,0.02631579,0.02562327,8
INT,208,072649,2,76,0.02631579,0.02562327,8
INT,208,074065,1,76,0.01315789,0.01298476,8
INT,208,074110,2,76,0.02631579,0.02562327,8
INT,208,074335,1,76,0.01315789,0.01298476,8
INT,208,074801,1,76,0.01315789,0.01298476,8
INT,208,074802,1,76,0.01315789,0.01298476,8
INT,208,074891,1,76,0.01315789,0.01298476,8
INT,208,074892,2,76,0.02631579,0.02562327,8
INT,208,074896,1,76,0.01315789,0.01298476,8
INT,208,077121,4,76,0.05263158,0.04986149,8
INT,208,079005,1,76,0.01315789,0.01298476,8
INT,208,083302,1,76,0.01315789,0.01298476,7
INT,208,085002,1,76,0.01315789,0.01298476,7
INT,208,087070,1,76,0.01315789,0.01298476,7
INT,208,190011,2,76,0.02631579,0.02562327,1
INT,208,190013,7,76,0.09210526,0.08362188,1
INT,211,070004,1,380,0.002631579,0.002624654,9
INT,211,070100,2,380,0.005263158,0.005235457,8
INT,211,070116,3,380,0.007894737,0.00783241,8
INT,211,070119,1,380,0.002631579,0.002624654,8
INT,211,070130,2,380,0.005263158,0.005235457,8
INT,211,070201,2,380,0.005263158,0.005235457,8
INT,211,070303,2,380,0.005263158,0.005235457,8
INT,211,070402,8,380,0.02105263,0.02060942,8
INT,211,070419,14,380,0.0368421,0.03548476,8
INT,211,070421,4,380,0.01052632,0.01041551,8
INT,211,070425,4,380,0.01052632,0.01041551,8
INT,211,070426,7,380,0.01842105,0.01808172,8
INT,211,070431,1,380,0.002631579,0.002624654,8
INT,211,070437,3,380,0.007894737,0.00783241,8
INT,211,070440,7,380,0.01842105,0.01808172,8
INT,211,070442,12,380,0.03157895,0.03058172,8
INT,211,070443,12,380,0.03157895,0.03058172,8
INT,211,070446,2,380,0.005263158,0.005235457,8
INT,211,070449,2,380,0.005263158,0.005235457,8
INT,211,070460,3,380,0.007894737,0.00783241,8
INT,211,070469,2,380,0.005263158,0.005235457,8
INT,211,070476,2,380,0.005263158,0.005235457,8
INT,211,070487,1,380,0.002631579,0.002624654,8
INT,211,070489,5,380,0.01315789,0.01298476,8
INT,211,070604,1,380,0.002631579,0.002624654,8
INT,211,070611,1,380,0.002631579,0.002624654,8
INT,211,070689,6,380,0.01578947,0.01554017,8
INT,211,070702,12,380,0.03157895,0.03058172,8
INT,211,070703,6,380,0.01578947,0.01554017,8
INT,211,070715,10,380,0.02631579,0.02562327,8
INT,211,070718,5,380,0.01315789,0.01298476,8
INT,211,071511,1,380,0.002631579,0.002624654,8
INT,211,071739,1,380,0.002631579,0.002624654,8
INT,211,072106,2,380,0.005263158,0.005235457,8
INT,211,072414,1,380,0.002631579,0.002624654,8
INT,211,072417,5,380,0.01315789,0.01298476,8
INT,211,072501,1,380,0.002631579,0.002624654,8
INT,211,072511,1,380,0.002631579,0.002624654,8
INT,211,072551,1,380,0.002631579,0.002624654,8
INT,211,072552,1,380,0.002631579,0.002624654,8
INT,211,072558,1,380,0.002631579,0.002624654,8
INT,211,072565,2,380,0.005263158,0.005235457,8
INT,211,072570,43,380,0.1131579,0.1003532,8
INT,211,072571,1,380,0.002631579,0.002624654,8
INT,211,072573,44,380,0.1157895,0.1023823,8
INT,211,072582,3,380,0.007894737,0.00783241,8
INT,211,072583,5,380,0.01315789,0.01298476,8
INT,211,072601,8,380,0.02105263,0.02060942,8
INT,211,072649,4,380,0.01052632,0.01041551,8
INT,211,074065,2,380,0.005263158,0.005235457,8
INT,211,074110,5,380,0.01315789,0.01298476,8
INT,211,074251,3,380,0.007894737,0.00783241,8
INT,211,074335,1,380,0.002631579,0.002624654,8
INT,211,074801,3,380,0.007894737,0.00783241,8
INT,211,074802,8,380,0.02105263,0.02060942,8
INT,211,074891,6,380,0.01578947,0.01554017,8
INT,211,074892,5,380,0.01315789,0.01298476,8
INT,211,074896,5,380,0.01315789,0.01298476,8
INT,211,077121,10,380,0.02631579,0.02562327,8
INT,211,079001,1,380,0.002631579,0.002624654,8
INT,211,079005,2,380,0.005263158,0.005235457,8
INT,211,082970,1,380,0.002631579,0.002624654,7
INT,211,083202,1,380,0.002631579,0.002624654,7
INT,211,085002,1,380,0.002631579,0.002624654,7
INT,211,087070,3,380,0.007894737,0.00783241,7
INT,211,190011,25,380,0.06578948,0.06146122,1
INT,211,190012,2,380,0.005263158,0.005235457,1
INT,211,190013,26,380,0.06842105,0.06373961,1
INT,211,190014,1,380,0.002631579,0.002624654,99
INT,211,190015,1,380,0.002631579,0.002624654,89
INT,212,070402,1,88,0.01136364,0.0112345,8
INT,212,070419,1,88,0.01136364,0.0112345,8
INT,212,070421,1,88,0.01136364,0.0112345,8
INT,212,070425,1,88,0.01136364,0.0112345,8
INT,212,070426,1,88,0.01136364,0.0112345,8
INT,212,070440,1,88,0.01136364,0.0112345,8
INT,212,070460,1,88,0.01136364,0.0112345,8
INT,212,070476,1,88,0.01136364,0.0112345,8
INT,212,070489,2,88,0.02272727,0.02221074,8
INT,212,070702,5,88,0.05681818,0.05358988,8
INT,212,070703,1,88,0.01136364,0.0112345,8
INT,212,070715,3,88,0.03409091,0.03292872,8
INT,212,070716,1,88,0.01136364,0.0112345,8
INT,212,070718,2,88,0.02272727,0.02221074,8
INT,212,072417,3,88,0.03409091,0.03292872,8
INT,212,072501,1,88,0.01136364,0.0112345,8
INT,212,072531,1,88,0.01136364,0.0112345,8
INT,212,072551,1,88,0.01136364,0.0112345,8
INT,212,072552,1,88,0.01136364,0.0112345,8
INT,212,072558,1,88,0.01136364,0.0112345,8
INT,212,072565,1,88,0.01136364,0.0112345,8
INT,212,072570,11,88,0.125,0.109375,8
INT,212,072573,11,88,0.125,0.109375,8
INT,212,072582,1,88,0.01136364,0.0112345,8
INT,212,072583,2,88,0.02272727,0.02221074,8
INT,212,072601,1,88,0.01136364,0.0112345,8
INT,212,072649,1,88,0.01136364,0.0112345,8
INT,212,074065,1,88,0.01136364,0.0112345,8
INT,212,074110,3,88,0.03409091,0.03292872,8
INT,212,074251,1,88,0.01136364,0.0112345,8
INT,212,074802,1,88,0.01136364,0.0112345,8
INT,212,074891,3,88,0.03409091,0.03292872,8
INT,212,074892,3,88,0.03409091,0.03292872,8
INT,212,074896,2,88,0.02272727,0.02221074,8
INT,212,077121,3,88,0.03409091,0.03292872,8
INT,212,079001,1,88,0.01136364,0.0112345,8
INT,212,082490,1,88,0.01136364,0.0112345,7
INT,212,190011,7,88,0.07954545,0.07321797,1
INT,212,190013,3,88,0.03409091,0.03292872,1
INT,212,190014,1,88,0.01136364,0.0112345,99
INT,213,072570,17,52,0.3269231,0.2200444,8
INT,213,072573,17,52,0.3269231,0.2200444,8
INT,213,072601,3,52,0.05769231,0.05436391,8
INT,213,190011,4,52,0.07692308,0.07100592,1
INT,213,190012,1,52,0.01923077,0.01886095,1
INT,213,190013,5,52,0.09615385,0.08690828,1
INT,213,190014,5,52,0.09615385,0.08690828,99
INT,214,050501,1,89,0.01123596,0.01110971,10
INT,214,070419,1,89,0.01123596,0.01110971,8
INT,214,070421,8,89,0.08988764,0.08180785,8
INT,214,070426,8,89,0.08988764,0.08180785,8
INT,214,070442,1,89,0.01123596,0.01110971,8
INT,214,070443,1,89,0.01123596,0.01110971,8
INT,214,070476,1,89,0.01123596,0.01110971,8
INT,214,070489,1,89,0.01123596,0.01110971,8
INT,214,070689,1,89,0.01123596,0.01110971,8
INT,214,070702,2,89,0.02247191,0.02196692,8
INT,214,070715,1,89,0.01123596,0.01110971,8
INT,214,070716,1,89,0.01123596,0.01110971,8
INT,214,070717,1,89,0.01123596,0.01110971,8
INT,214,070718,1,89,0.01123596,0.01110971,8
INT,214,072417,1,89,0.01123596,0.01110971,8
INT,214,072570,10,89,0.1123596,0.09973488,8
INT,214,072573,10,89,0.1123596,0.09973488,8
INT,214,072601,1,89,0.01123596,0.01110971,8
INT,214,074110,1,89,0.01123596,0.01110971,8
INT,214,074335,1,89,0.01123596,0.01110971,8
INT,214,074801,1,89,0.01123596,0.01110971,8
INT,214,074802,9,89,0.1011236,0.09089761,8
INT,214,074891,1,89,0.01123596,0.01110971,8
INT,214,074892,1,89,0.01123596,0.01110971,8
INT,214,074896,1,89,0.01123596,0.01110971,8
INT,214,077121,2,89,0.02247191,0.02196692,8
INT,214,077291,1,89,0.01123596,0.01110971,8
INT,214,080077,1,89,0.01123596,0.01110971,4
INT,214,082970,4,89,0.04494382,0.04292387,7
INT,214,085002,1,89,0.01123596,0.01110971,7
INT,214,190011,7,89,0.07865169,0.0724656,1
INT,214,190013,5,89,0.05617978,0.05302361,1
INT,214,190014,2,89,0.02247191,0.02196692,99
INT,221,039680,2,1184,0.001689189,0.001686336,6
INT,221,039757,4,1184,0.003378378,0.003366965,4
INT,221,070001,3,1184,0.002533784,0.002527364,9
INT,221,070003,1,1184,0.0008445946,0.0008438813,9
INT,221,070100,15,1184,0.01266892,0.01250842,8
INT,221,070116,18,1184,0.0152027,0.01497158,8
INT,221,070119,7,1184,0.005912162,0.005877208,8
INT,221,070130,1,1184,0.0008445946,0.0008438813,8
INT,221,070303,15,1184,0.01266892,0.01250842,8
INT,221,070307,6,1184,0.005067567,0.005041888,8
INT,221,070402,102,1184,0.08614865,0.07872706,8
INT,221,070419,87,1184,0.07347973,0.06808046,8
INT,221,070421,10,1184,0.008445946,0.008374612,8
INT,221,070425,38,1184,0.03209459,0.03106453,8
INT,221,070426,18,1184,0.0152027,0.01497158,8
INT,221,070431,1,1184,0.0008445946,0.0008438813,8
INT,221,070437,6,1184,0.005067567,0.005041888,8
INT,221,070438,1,1184,0.0008445946,0.0008438813,8
INT,221,070440,3,1184,0.002533784,0.002527364,8
INT,221,070442,77,1184,0.06503379,0.06080439,8
INT,221,070443,77,1184,0.06503379,0.06080439,8
INT,221,070449,6,1184,0.005067567,0.005041888,8
INT,221,070460,32,1184,0.02702703,0.02629657,8
INT,221,070469,4,1184,0.003378378,0.003366965,8
INT,221,070476,3,1184,0.002533784,0.002527364,8
INT,221,070489,28,1184,0.02364865,0.02308939,8
INT,221,070507,1,1184,0.0008445946,0.0008438813,9
INT,221,070689,16,1184,0.01351351,0.0133309,8
INT,221,070702,28,1184,0.02364865,0.02308939,8
INT,221,070703,5,1184,0.004222973,0.004205139,8
INT,221,070715,24,1184,0.02027027,0.01985939,8
INT,221,070716,2,1184,0.001689189,0.001686336,8
INT,221,070717,1,1184,0.0008445946,0.0008438813,8
INT,221,070718,6,1184,0.005067567,0.005041888,8
INT,221,071511,1,1184,0.0008445946,0.0008438813,8
INT,221,071739,34,1184,0.02871622,0.02789159,8
INT,221,072106,15,1184,0.01266892,0.01250842,8
INT,221,072410,2,1184,0.001689189,0.001686336,8
INT,221,072414,9,1184,0.007601351,0.007543571,8
INT,221,072417,13,1184,0.01097973,0.01085918,8
INT,221,072570,8,1184,0.006756757,0.006711103,8
INT,221,072573,14,1184,0.01182432,0.01168451,8
INT,221,072582,4,1184,0.003378378,0.003366965,8
INT,221,072583,4,1184,0.003378378,0.003366965,8
INT,221,072621,2,1184,0.001689189,0.001686336,8
INT,221,072623,1,1184,0.0008445946,0.0008438813,8
INT,221,072630,3,1184,0.002533784,0.002527364,8
INT,221,072646,1,1184,0.0008445946,0.0008438813,8
INT,221,072649,8,1184,0.006756757,0.006711103,8
INT,221,072811,1,1184,0.0008445946,0.0008438813,11
INT,221,072835,1,1184,0.0008445946,0.0008438813,11
INT,221,072897,1,1184,0.0008445946,0.0008438813,11
INT,221,074065,77,1184,0.06503379,0.06080439,8
INT,221,074110,11,1184,0.009290541,0.009204227,8
INT,221,074251,33,1184,0.02787162,0.02709479,8
INT,221,074335,2,1184,0.001689189,0.001686336,8
INT,221,074801,5,1184,0.004222973,0.004205139,8
INT,221,074802,18,1184,0.0152027,0.01497158,8
INT,221,074891,29,1184,0.02449324,0.02389332,8
INT,221,074892,15,1184,0.01266892,0.01250842,8
INT,221,074895,31,1184,0.02618243,0.02549691,8
INT,221,074896,13,1184,0.01097973,0.01085918,8
INT,221,075041,2,1184,0.001689189,0.001686336,9
INT,221,075042,2,1184,0.001689189,0.001686336,9
INT,221,075045,1,1184,0.0008445946,0.0008438813,9
INT,221,077121,24,1184,0.02027027,0.01985939,8
INT,221,078041,2,1184,0.001689189,0.001686336,8
INT,221,079001,1,1184,0.0008445946,0.0008438813,8
INT,221,079005,2,1184,0.001689189,0.001686336,8
INT,221,079992,2,1184,0.001689189,0.001686336,11
INT,221,085002,2,1184,0.001689189,0.001686336,7
INT,221,087070,2,1184,0.001689189,0.001686336,7
INT,221,190009,1,1184,0.0008445946,0.0008438813,1
INT,221,190011,36,1184,0.03040541,0.02948092,1
INT,221,190012,6,1184,0.005067567,0.005041888,1
INT,221,190013,54,1184,0.04560811,0.04352801,1
INT,221,190014,4,1184,0.003378378,0.003366965,99
INT,221,190015,8,1184,0.006756757,0.006711103,89
INT,221,190021,3,1184,0.002533784,0.002527364,99
INT,221,190035,1,1184,0.0008445946,0.0008438813,2
INT,221,190204,8,1184,0.006756757,0.006711103,3
INT,221,192850,13,1184,0.01097973,0.01085918,12
INT,221,290164,6,1184,0.005067567,0.005041888,99
INT,222,034620,3,3090,0.0009708738,0.0009699312,4
INT,222,034686,2,3090,0.0006472492,0.0006468302,4
INT,222,038911,1,3090,0.0003236246,0.0003235199,5
INT,222,039680,3,3090,0.0009708738,0.0009699312,6
INT,222,039757,15,3090,0.004854369,0.004830804,4
INT,222,039848,2,3090,0.0006472492,0.0006468302,6
INT,222,050501,4,3090,0.001294498,0.001292823,10
INT,222,070100,18,3090,0.005825242,0.005791309,8
INT,222,070116,23,3090,0.007443366,0.007387962,8
INT,222,070119,12,3090,0.003883495,0.003868414,8
INT,222,070130,7,3090,0.002265372,0.00226024,8
INT,222,070303,19,3090,0.006148867,0.006111059,8
INT,222,070307,5,3090,0.001618123,0.001615505,8
INT,222,070402,260,3090,0.08414239,0.07706245,8
INT,222,070419,250,3090,0.08090615,0.07436034,8
INT,222,070421,18,3090,0.005825242,0.005791309,8
INT,222,070425,136,3090,0.04401295,0.04207581,8
INT,222,070426,24,3090,0.00776699,0.007706664,8
INT,222,070431,5,3090,0.001618123,0.001615505,8
INT,222,070437,11,3090,0.003559871,0.003547198,8
INT,222,070438,5,3090,0.001618123,0.001615505,8
INT,222,070440,10,3090,0.003236246,0.003225773,8
INT,222,070442,232,3090,0.07508091,0.06944376,8
INT,222,070443,232,3090,0.07508091,0.06944376,8
INT,222,070449,8,3090,0.002588997,0.002582294,8
INT,222,070460,113,3090,0.03656958,0.03523225,8
INT,222,070468,2,3090,0.0006472492,0.0006468302,8
INT,222,070469,7,3090,0.002265372,0.00226024,8
INT,222,070476,4,3090,0.001294498,0.001292823,8
INT,222,070489,97,3090,0.03139159,0.03040615,8
INT,222,070501,1,3090,0.0003236246,0.0003235199,9
INT,222,070507,1,3090,0.0003236246,0.0003235199,9
INT,222,070689,24,3090,0.00776699,0.007706664,8
INT,222,070693,1,3090,0.0003236246,0.0003235199,8
INT,222,070702,57,3090,0.0184466,0.01810632,8
INT,222,070703,16,3090,0.005177993,0.005151182,8
INT,222,070707,3,3090,0.0009708738,0.0009699312,8
INT,222,070715,40,3090,0.01294498,0.01277741,8
INT,222,070716,3,3090,0.0009708738,0.0009699312,8
INT,222,070717,2,3090,0.0006472492,0.0006468302,8
INT,222,070718,15,3090,0.004854369,0.004830804,8
INT,222,070755,1,3090,0.0003236246,0.0003235199,8
INT,222,070820,1,3090,0.0003236246,0.0003235199,8
INT,222,071511,5,3090,0.001618123,0.001615505,8
INT,222,071732,1,3090,0.0003236246,0.0003235199,8
INT,222,071739,132,3090,0.04271845,0.04089358,8
INT,222,072106,19,3090,0.006148867,0.006111059,8
INT,222,072410,1,3090,0.0003236246,0.0003235199,8
INT,222,072414,7,3090,0.002265372,0.00226024,8
INT,222,072417,18,3090,0.005825242,0.005791309,8
INT,222,072511,1,3090,0.0003236246,0.0003235199,8
INT,222,072551,1,3090,0.0003236246,0.0003235199,8
INT,222,072552,1,3090,0.0003236246,0.0003235199,8
INT,222,072570,20,3090,0.006472492,0.006430599,8
INT,222,072573,28,3090,0.009061488,0.008979378,8
INT,222,072582,11,3090,0.003559871,0.003547198,8
INT,222,072583,16,3090,0.005177993,0.005151182,8
INT,222,072601,1,3090,0.0003236246,0.0003235199,8
INT,222,072621,3,3090,0.0009708738,0.0009699312,8
INT,222,072646,1,3090,0.0003236246,0.0003235199,8
INT,222,072649,12,3090,0.003883495,0.003868414,8
INT,222,072835,6,3090,0.001941748,0.001937977,11
INT,222,074065,239,3090,0.07734628,0.07136383,8
INT,222,074110,14,3090,0.004530744,0.004510217,8
INT,222,074251,113,3090,0.03656958,0.03523225,8
INT,222,074335,2,3090,0.0006472492,0.0006468302,8
INT,222,074801,17,3090,0.005501618,0.00547135,8
INT,222,074802,27,3090,0.008737864,0.008661514,8
INT,222,074891,100,3090,0.03236246,0.03131513,8
INT,222,074892,18,3090,0.005825242,0.005791309,8
INT,222,074895,106,3090,0.03430421,0.03312743,8
INT,222,074896,23,3090,0.007443366,0.007387962,8
INT,222,074899,2,3090,0.0006472492,0.0006468302,8
INT,222,075042,1,3090,0.0003236246,0.0003235199,9
INT,222,075044,2,3090,0.0006472492,0.0006468302,9
INT,222,075045,1,3090,0.0003236246,0.0003235199,9
INT,222,077121,42,3090,0.01359223,0.01340748,8
INT,222,077291,1,3090,0.0003236246,0.0003235199,8
INT,222,077371,1,3090,0.0003236246,0.0003235199,8
INT,222,079001,2,3090,0.0006472492,0.0006468302,8
INT,222,079992,6,3090,0.001941748,0.001937977,11
INT,222,082970,1,3090,0.0003236246,0.0003235199,7
INT,222,085002,6,3090,0.001941748,0.001937977,7
INT,222,087042,1,3090,0.0003236246,0.0003235199,7
INT,222,087070,3,3090,0.0009708738,0.0009699312,7
INT,222,089070,1,3090,0.0003236246,0.0003235199,7
INT,222,089202,2,3090,0.0006472492,0.0006468302,7
INT,222,089402,1,3090,0.0003236246,0.0003235199,7
INT,222,190011,101,3090,0.03268608,0.0316177,1
INT,222,190012,3,3090,0.0009708738,0.0009699312,1
INT,222,190013,205,3090,0.06634304,0.06194164,1
INT,222,190014,17,3090,0.005501618,0.00547135,99
INT,222,190015,6,3090,0.001941748,0.001937977,89
INT,222,190018,2,3090,0.0006472492,0.0006468302,99
INT,222,190021,3,3090,0.0009708738,0.0009699312,99
INT,222,190035,2,3090,0.0006472492,0.0006468302,2
INT,222,190204,4,3090,0.001294498,0.001292823,3
INT,222,192850,18,3090,0.005825242,0.005791309,12
INT,222,194155,1,3090,0.0003236246,0.0003235199,12
INT,222,194156,1,3090,0.0003236246,0.0003235199,12
INT,222,194161,1,3090,0.0003236246,0.0003235199,12
INT,222,194162,1,3090,0.0003236246,0.0003235199,12
INT,222,290164,16,3090,0.005177993,0.005151182,99
INT,223,039757,1,307,0.003257329,0.003246719,4
INT,223,070100,1,307,0.003257329,0.003246719,8
INT,223,070303,1,307,0.003257329,0.003246719,8
INT,223,070402,30,307,0.09771987,0.0881707,8
INT,223,070419,30,307,0.09771987,0.0881707,8
INT,223,070425,17,307,0.05537459,0.05230825,8
INT,223,070440,1,307,0.003257329,0.003246719,8
INT,223,070442,27,307,0.08794788,0.08021306,8
INT,223,070443,27,307,0.08794788,0.08021306,8
INT,223,070460,16,307,0.05211726,0.04940106,8
INT,223,070489,12,307,0.03908795,0.03756008,8
INT,223,070702,1,307,0.003257329,0.003246719,8
INT,223,071739,15,307,0.04885994,0.04647264,8
INT,223,072106,1,307,0.003257329,0.003246719,8
INT,223,072570,3,307,0.009771987,0.009676496,8
INT,223,072573,3,307,0.009771987,0.009676496,8
INT,223,072583,1,307,0.003257329,0.003246719,8
INT,223,072649,1,307,0.003257329,0.003246719,8
INT,223,074065,30,307,0.09771987,0.0881707,8
INT,223,074251,16,307,0.05211726,0.04940106,8
INT,223,074891,12,307,0.03908795,0.03756008,8
INT,223,074895,14,307,0.0456026,0.04352301,8
INT,223,079992,1,307,0.003257329,0.003246719,11
INT,223,190011,10,307,0.03257329,0.03151227,1
INT,223,190013,20,307,0.06514658,0.0609025,1
INT,223,190014,1,307,0.003257329,0.003246719,99
INT,223,190018,2,307,0.006514658,0.006472217,99
INT,223,190035,1,307,0.003257329,0.003246719,2
INT,223,192850,8,307,0.02605863,0.02537958,12
INT,223,290164,4,307,0.01302932,0.01285955,99
INT,224,070116,1,146,0.006849315,0.006802402,8
INT,224,070402,2,146,0.01369863,0.01351098,8
INT,224,070419,5,146,0.03424658,0.03307375,8
INT,224,070421,4,146,0.02739726,0.02664665,8
INT,224,070426,4,146,0.02739726,0.02664665,8
INT,224,070437,1,146,0.006849315,0.006802402,8
INT,224,070440,3,146,0.02054795,0.02012573,8
INT,224,070442,4,146,0.02739726,0.02664665,8
INT,224,070443,4,146,0.02739726,0.02664665,8
INT,224,070449,1,146,0.006849315,0.006802402,8
INT,224,070469,4,146,0.02739726,0.02664665,8
INT,224,070702,2,146,0.01369863,0.01351098,8
INT,224,070715,2,146,0.01369863,0.01351098,8
INT,224,072646,3,146,0.02054795,0.02012573,8
INT,224,072649,1,146,0.006849315,0.006802402,8
INT,224,074065,1,146,0.006849315,0.006802402,8
INT,224,074802,4,146,0.02739726,0.02664665,8
INT,224,074896,1,146,0.006849315,0.006802402,8
INT,224,077121,2,146,0.01369863,0.01351098,8
INT,224,190011,12,146,0.08219178,0.07543629,1
INT,224,190012,2,146,0.01369863,0.01351098,1
INT,224,190013,40,146,0.2739726,0.1989116,1
INT,224,190014,2,146,0.01369863,0.01351098,99
INT,224,190018,3,146,0.02054795,0.02012573,99
INT,224,192850,6,146,0.04109589,0.03940702,12
INT,224,290164,32,146,0.2191781,0.171139,99
INT,231,070100,3,170,0.01764706,0.01733564,8
INT,231,070116,3,170,0.01764706,0.01733564,8
INT,231,070303,3,170,0.01764706,0.01733564,8
INT,231,070402,4,170,0.02352941,0.02297578,8
INT,231,070419,9,170,0.05294118,0.05013841,8
INT,231,070421,7,170,0.04117647,0.03948097,8
INT,231,070426,13,170,0.07647059,0.07062284,8
INT,231,070440,3,170,0.01764706,0.01733564,8
INT,231,070442,8,170,0.04705882,0.04484429,8
INT,231,070443,8,170,0.04705882,0.04484429,8
INT,231,070476,1,170,0.005882353,0.005847751,8
INT,231,070489,4,170,0.02352941,0.02297578,8
INT,231,070507,3,170,0.01764706,0.01733564,9
INT,231,070656,1,170,0.005882353,0.005847751,8
INT,231,070689,3,170,0.01764706,0.01733564,8
INT,231,070702,3,170,0.01764706,0.01733564,8
INT,231,070715,3,170,0.01764706,0.01733564,8
INT,231,070718,3,170,0.01764706,0.01733564,8
INT,231,072106,3,170,0.01764706,0.01733564,8
INT,231,072417,4,170,0.02352941,0.02297578,8
INT,231,072570,3,170,0.01764706,0.01733564,8
INT,231,072573,3,170,0.01764706,0.01733564,8
INT,231,072601,1,170,0.005882353,0.005847751,8
INT,231,072646,4,170,0.02352941,0.02297578,8
INT,231,072842,1,170,0.005882353,0.005847751,11
INT,231,074065,1,170,0.005882353,0.005847751,8
INT,231,074110,4,170,0.02352941,0.02297578,8
INT,231,074335,1,170,0.005882353,0.005847751,8
INT,231,074801,1,170,0.005882353,0.005847751,8
INT,231,074802,12,170,0.07058824,0.06560554,8
INT,231,074891,4,170,0.02352941,0.02297578,8
INT,231,074892,4,170,0.02352941,0.02297578,8
INT,231,074896,4,170,0.02352941,0.02297578,8
INT,231,075042,3,170,0.01764706,0.01733564,9
INT,231,075045,3,170,0.01764706,0.01733564,9
INT,231,077121,3,170,0.01764706,0.01733564,8
INT,231,079992,5,170,0.02941176,0.02854671,11
INT,231,082970,1,170,0.005882353,0.005847751,7
INT,231,087070,1,170,0.005882353,0.005847751,7
INT,231,120014,1,170,0.005882353,0.005847751,7
INT,231,120034,2,170,0.01176471,0.0116263,7
INT,231,120035,2,170,0.01176471,0.0116263,7
INT,231,120255,1,170,0.005882353,0.005847751,7
INT,231,190011,4,170,0.02352941,0.02297578,1
INT,231,190013,7,170,0.04117647,0.03948097,1
INT,231,190014,4,170,0.02352941,0.02297578,99
INT,231,190035,1,170,0.005882353,0.005847751,2
INT,232,070402,1,23,0.04347826,0.0415879,8
INT,232,070419,1,23,0.04347826,0.0415879,8
INT,232,070421,2,23,0.08695652,0.07939509,8
INT,232,070426,3,23,0.1304348,0.1134216,8
INT,232,070440,1,23,0.04347826,0.0415879,8
INT,232,070442,2,23,0.08695652,0.07939509,8
INT,232,070443,2,23,0.08695652,0.07939509,8
INT,232,070469,1,23,0.04347826,0.0415879,8
INT,232,072570,1,23,0.04347826,0.0415879,8
INT,232,072573,2,23,0.08695652,0.07939509,8
INT,232,074802,3,23,0.1304348,0.1134216,8
INT,232,074896,1,23,0.04347826,0.0415879,8
INT,232,190011,1,23,0.04347826,0.0415879,1
INT,232,190013,2,23,0.08695652,0.07939509,1
INT,233,034686,1,1003,0.000997009,0.0009960149,4
INT,233,039680,9,1003,0.008973081,0.008892565,6
INT,233,039757,1,1003,0.000997009,0.0009960149,4
INT,233,050501,1,1003,0.000997009,0.0009960149,10
INT,233,070100,5,1003,0.004985045,0.004960194,8
INT,233,070116,3,1003,0.002991027,0.002982081,8
INT,233,070197,1,1003,0.000997009,0.0009960149,8
